Regno Lact DIM no_test Ageday milk htd milk.1 fat pro L1 L2 L3 L4 L5 L6
7410870 1 246 3 1038 28.41 36413893 28.41 1.07 0.91 0.707 0.748 0.094 -0.648 1.79 -0.42
4116647 1 41 3 748 37.2 352713891 37.2 0.87 1.21 0.707 -0.937 0.598 0.052 3.51 0.984
1460164 1 96 3 978 28.61 103713928 28.61 0.86 0.82 0.707 -0.485 -0.419 0.821 0.899 -0.647
7410277 1 52 2 883 19 1300613878 19 0.51 0.63 0.707 -0.847 0.343 0.395 2.535 0.824
5638491 1 266 3 954 26 706013934 26 0 0 0.707 0.912 0.526 -0.157 3.212 -0.971
1369188 1 143 3 1001 39.99 1234138810 39.99 0 0 0.707 -0.099 -0.775 0.224 0.791 -0.343
4110830 1 282 3 1045 38 352213895 38 0 0 0.707 1.044 0.932 0.504 5.116 -0.651
3142937 1 304 2 1153 24.2 205013926 24.2 0.74 0.73 0.707 1.225 1.581 1.871 9.281 2.345
4136087 1 172 3 918 39.2 1413902 39.2 0 0 0.707 0.14 -0.76 -0.313 0.787 0.472
4141774 1 133 3 826 37.2 351413902 37.2 1.45 1.25 0.707 -0.181 -0.739 0.399 0.783 -0.585
4197514 1 178 4 895 43.85 112139310 43.85 0.93 1.35 0.707 0.189 -0.734 -0.416 0.782 0.605
1465559 1 266 3 961 40.2 120813913 40.2 1.19 1.3 0.707 0.912 0.526 -0.157 3.212 -0.971
1603710 1 92 3 905 32 10913929 32 0.97 0.93 0.707 -0.518 -0.367 0.833 0.95 -0.558
9364122 1 39 3 829 27 2702613898 27 0.76 0 0.707 -0.953 0.647 -0.022 3.723 0.978
8612277 1 45 3 790 36 39013906 36 1.28 1 0.707 -0.904 0.502 0.19 3.119 0.96
8119581 1 227 3 955 30.2 1657513918 30.2 0.89 0.96 0.707 0.592 -0.237 -0.828 1.116 0.296
1503148 1 95 3 879 22 135139110 22 0.62 0.74 0.707 -0.493 -0.406 0.825 0.911 -0.626
1333903 1 295 3 1025 34 115913881 34 0 0 0.707 1.151 1.303 1.243 7.327 0.635
3142726 1 66 3 818 43.1 251013912 43.1 1.47 1.29 0.707 -0.732 0.056 0.679 1.693 0.342
6025836 1 98 3 892 41 8151139011 41 1.07 1.33 0.707 -0.469 -0.444 0.812 0.878 -0.685
5023230 1 116 3 913 36.4 15413912 36.4 0 0 0.707 -0.321 -0.628 0.651 0.785 -0.806
1357198 1 169 3 1007 24.2 1225138912 24.2 0.56 0.84 0.707 0.115 -0.77 -0.26 0.789 0.396
1539255 1 53 3 777 43.3 5028139112 43.3 1.56 1.52 0.707 -0.838 0.321 0.421 2.461 0.796
1407324 1 282 3 1299 40.6 120813902 40.6 1.27 1.38 0.707 1.044 0.932 0.504 5.116 -0.651
2064217 1 130 3 817 45.4 10139310 45.4 1.46 1.4 0.707 -0.205 -0.724 0.449 0.78 -0.643
1626143 1 76 3 729 40 111513942 40 1.02 1.12 0.707 -0.649 -0.124 0.791 1.305 -0.047
4114064 1 248 4 1088 34.41 112138910 34.41 1.42 1.14 0.707 0.764 0.133 -0.614 1.894 -0.496
1300982 1 137 3 988 41.8 1081138511 41.8 1.83 1.19 0.707 -0.148 -0.756 0.331 0.786 -0.496
1604473 1 50 3 729 28 10913937 28 0.99 0.88 0.707 -0.863 0.387 0.341 2.689 0.873
3092956 1 29 2 1172 26 2472138712 26 0.92 0.93 0.707 -1.036 0.905 -0.455 4.973 0.704
4184645 1 247 3 1130 36 3600139212 36 1.39 1.05 0.707 0.756 0.114 -0.632 1.841 -0.458
4212278 1 208 3 901 40.7 358913935 40.7 1.46 1.16 0.707 0.436 -0.491 -0.788 0.843 0.746
4170726 1 67 3 868 36 355013919 36 1.18 1.03 0.707 -0.723 0.037 0.694 1.647 0.303
1287686 1 59 3 875 21.6 118213856 21.6 0.69 0.6 0.707 -0.789 0.194 0.557 2.065 0.605
1528987 1 209 3 898 34.8 120913931 34.8 1.18 1.09 0.707 0.444 -0.479 -0.794 0.851 0.732
3081105 1 137 3 901 42 155138512 42 1.63 1.24 0.707 -0.148 -0.756 0.331 0.786 -0.496
4097772 1 173 3 1006 41.8 353613876 41.8 0.96 1.4 0.707 0.148 -0.756 -0.331 0.786 0.496
8415909 1 288 3 975 41.8 37713928 41.8 1.61 1.3 0.707 1.093 1.099 0.822 6.053 -0.204
1450773 1 29 3 819 35.5 127913909 35.5 1.21 0.98 0.707 -1.036 0.905 -0.455 4.973 0.704
4201517 1 162 3 857 34.9 18713934 34.9 1.44 1.06 0.707 0.058 -0.785 -0.131 0.794 0.204
4164437 1 154 4 910 45.1 11213922 45.1 0 0 0.707 -0.008 -0.79 0.019 0.795 -0.03
5022074 1 82 3 838 38.3 154138910 38.3 0 0 0.707 -0.6 -0.221 0.825 1.139 -0.262
4090735 1 113 4 815 35.36 11213878 35.36 1.67 1.01 0.707 -0.345 -0.602 0.686 0.791 -0.813
4087902 1 59 3 1091 36.4 3568138711 36.4 0.92 0.9 0.707 -0.789 0.194 0.557 2.065 0.605
4114552 1 162 3 1005 26.6 359113876 26.6 0 0 0.707 0.058 -0.785 -0.131 0.794 0.204
8416539 1 100 3 952 37.2 1852413929 37.2 0.89 1.3 0.707 -0.452 -0.467 0.801 0.859 -0.718
2050628 1 8 3 893 29.4 5138910 29.4 0 0 0.707 -1.208 1.518 -1.723 8.814 -1.895
1594424 1 179 3 834 32.8 149113943 32.8 1.13 1.07 0.707 0.197 -0.729 -0.432 0.781 0.625
1416563 1 13 3 829 23.6 102313899 23.6 0.76 0.83 0.707 -1.167 1.363 -1.374 7.729 -0.948
7413013 1 37 3 724 34.4 1302513891 34.4 0.87 0.98 0.707 -0.97 0.697 -0.101 3.947 0.957
7812992 1 196 3 926 34.1 20113858 34.1 1.11 1.01 0.707 0.337 -0.611 -0.675 0.788 0.812
5638482 1 51 3 721 42 706013928 42 0 0 0.707 -0.855 0.365 0.368 2.611 0.849
1372992 1 68 3 765 32 106013882 32 1.01 1.03 0.707 -0.715 0.018 0.707 1.603 0.264
1519243 1 11 3 696 28 133313926 28 0.51 0.79 0.707 -1.184 1.425 -1.51 8.149 -1.297
4098822 1 287 3 1021 25.2 3543138710 25.2 0.99 0.88 0.707 1.085 1.071 0.766 5.888 -0.294
5020560 1 161 3 835 28.5 154138712 28.5 0 0 0.707 0.049 -0.787 -0.113 0.794 0.176
4133469 1 185 3 872 31.2 18713899 31.2 1.09 0.98 0.707 0.247 -0.694 -0.527 0.779 0.724
5021874 1 186 3 897 27.7 154138910 27.7 0 0 0.707 0.255 -0.688 -0.542 0.778 0.737
9714282 1 63 3 802 41 313936 41 1.51 1.26 0.707 -0.756 0.114 0.632 1.841 0.458
1480870 1 219 3 1004 39.2 10513931 39.2 1.4 1.09 0.707 0.526 -0.353 -0.835 0.965 0.533
1309842 1 75 3 833 22.2 255138510 22.2 0.63 0.69 0.707 -0.658 -0.107 0.783 1.337 -0.009
4101596 1 89 4 869 45.2 3566138712 45.2 0 0 0.707 -0.542 -0.325 0.837 0.997 -0.479
3890082 1 166 3 902 29.2 204313916 29.2 0 0 0.707 0.09 -0.778 -0.205 0.791 0.316
5005623 1 17 3 760 29 15413862 29 0 0 0.707 -1.134 1.244 -1.117 6.942 -0.356
8606936 1 197 3 959 32 39013866 32 1.02 1.04 0.707 0.345 -0.602 -0.686 0.791 0.813
1447682 1 119 3 801 36 123413906 36 0 0 0.707 -0.296 -0.652 0.612 0.781 -0.788
4090712 1 67 4 830 48.87 11213878 48.87 1.53 1.26 0.707 -0.723 0.037 0.694 1.647 0.303
3144009 1 164 3 920 28.4 236813917 28.4 0.85 0 0.707 0.074 -0.782 -0.168 0.793 0.261
1464378 1 94 3 783 30 17105139010 30 0.79 0.87 0.707 -0.501 -0.393 0.828 0.923 -0.605
8415493 1 260 3 955 38.9 37713923 38.9 1.49 1.33 0.707 0.863 0.387 -0.341 2.689 -0.873
9363718 1 89 3 842 29 2713894 29 0.93 0 0.707 -0.542 -0.325 0.837 0.997 -0.479
8217739 1 83 3 839 31.5 1710513933 31.5 1.14 0.89 0.707 -0.592 -0.237 0.828 1.116 -0.296
5023329 1 225 3 950 23 15413914 23 0 0 0.707 0.575 -0.267 -0.833 1.072 0.361
3126873 1 119 3 864 38.2 202613906 38.2 1.13 0 0.707 -0.296 -0.652 0.612 0.781 -0.788
8614862 1 275 3 1013 24 390139212 24 0.96 0.76 0.707 0.986 0.748 0.183 4.184 -0.92
4128479 1 82 3 922 40.7 352213903 40.7 0 0 0.707 -0.6 -0.221 0.825 1.139 -0.262
1283982 1 245 3 1057 24.8 1023138610 24.8 0.89 0.89 0.707 0.74 0.075 -0.664 1.741 -0.381
1303290 1 16 3 727 34.2 13213874 34.2 1.43 1 0.707 -1.143 1.273 -1.179 7.132 -0.491
1547105 1 140 3 934 39.6 1561013932 39.6 1.07 1.1 0.707 -0.123 -0.767 0.278 0.788 -0.422
8614646 1 219 3 964 39 39013928 39 1.58 1.27 0.707 0.526 -0.353 -0.835 0.965 0.533
4081110 1 21 3 765 26.6 354313858 26.6 0.95 0.72 0.707 -1.101 1.128 -0.878 6.223 0.107
1568452 1 250 3 957 40.2 10713938 40.2 1.61 1.21 0.707 0.781 0.174 -0.577 2.006 -0.569
2053445 1 85 3 820 33 2713889 33 1.12 0 0.707 -0.575 -0.267 0.833 1.072 -0.361
4115596 1 84 4 800 34.6 355813891 34.6 0.97 0.94 0.707 -0.584 -0.252 0.831 1.093 -0.329
6921551 1 140 2 846 29 11054138711 29 1.04 0 0.707 -0.123 -0.767 0.278 0.788 -0.422
1508902 1 52 3 733 30.4 1004139010 30.4 0.96 0.91 0.707 -0.847 0.343 0.395 2.535 0.824
1557861 1 19 3 749 17.2 107139210 17.2 0.73 0.57 0.707 -1.118 1.185 -0.995 6.574 -0.109
4123517 1 181 3 999 31.5 3504138510 31.5 0 0 0.707 0.214 -0.718 -0.465 0.78 0.661
1269328 1 10 3 812 37.9 10513857 37.9 0 0 0.707 -1.192 1.455 -1.58 8.366 -1.486
1482815 1 230 3 1070 37.2 107139212 37.2 0.95 1.12 0.707 0.616 -0.19 -0.816 1.19 0.193
9708894 1 125 3 796 39 123413935 39 1.17 1.09 0.707 -0.247 -0.694 0.527 0.779 -0.724
4177934 1 136 4 873 34.4 353313934 34.4 0.79 0.97 0.707 -0.156 -0.752 0.348 0.785 -0.519
8316981 1 13 3 667 19.6 17535139212 19.6 0 0 0.707 -1.167 1.363 -1.374 7.729 -0.948
6920544 1 130 3 779 23.2 24513874 23.2 0.96 0 0.707 -0.205 -0.724 0.449 0.78 -0.643
3112224 1 44 3 793 0 20913888 0 0 0 0.707 -0.912 0.526 0.157 3.212 0.971
8610214 1 179 3 994 43 39013897 43 1.86 1.15 0.707 0.197 -0.729 -0.432 0.781 0.625
5022341 1 146 3 804 39.7 154138912 39.7 0 0 0.707 -0.074 -0.782 0.168 0.793 -0.261
1335690 1 24 3 725 35 120913862 35 1.72 1 0.707 -1.077 1.043 -0.711 5.726 0.378
3134123 1 135 3 816 34.4 231913907 34.4 1.1 0.58 0.707 -0.164 -0.748 0.365 0.784 -0.541
1331098 1 28 3 781 31.4 108713869 31.4 1.27 0.95 0.707 -1.044 0.932 -0.504 5.116 0.651
4112927 1 179 3 886 27.4 3527138712 27.4 0.63 0.82 0.707 0.197 -0.729 -0.432 0.781 0.625
7846154 1 105 3 860 34 20113926 34 1.33 0.98 0.707 -0.411 -0.524 0.765 0.824 -0.779
3120132 1 23 2 836 28 248413898 28 0.97 0.98 0.707 -1.085 1.071 -0.766 5.888 0.294
1565110 1 116 3 822 49 1336139310 49 2.01 1.43 0.707 -0.321 -0.628 0.651 0.785 -0.806
4189571 1 55 3 740 43.2 352213934 43.2 1.05 1.13 0.707 -0.822 0.278 0.469 2.32 0.737
7621322 1 294 3 1108 15 1460413937 15 0.23 0.48 0.707 1.143 1.273 1.179 7.132 0.491
4179271 1 84 3 795 38.5 3507139210 38.5 0 0 0.707 -0.584 -0.252 0.831 1.093 -0.329
1373499 1 121 3 828 0 10513886 0 0 0 0.707 -0.279 -0.667 0.585 0.779 -0.771
3105093 1 92 3 890 33.6 200913884 33.6 0.84 0.9 0.707 -0.518 -0.367 0.833 0.95 -0.558
1303293 1 139 3 851 25.4 13213878 25.4 0.96 0.74 0.707 -0.132 -0.763 0.296 0.788 -0.447
1467865 1 113 3 884 40 13513908 40 0.92 1.39 0.707 -0.345 -0.602 0.686 0.791 -0.813
1356997 1 13 3 696 10.2 12413889 10.2 0.46 0.29 0.707 -1.167 1.363 -1.374 7.729 -0.948
4087893 1 33 3 831 35 356813872 35 0.9 0.94 0.707 -1.003 0.799 -0.27 4.434 0.867
9707844 1 114 3 944 30 113313941 30 1.1 0.93 0.707 -0.337 -0.611 0.675 0.788 -0.812
4084355 1 270 3 1043 21 3573138511 21 0.75 0.63 0.707 0.945 0.622 -0.015 3.615 -0.983
2079128 1 122 3 759 23.3 213944 23.3 0.89 0.74 0.707 -0.271 -0.674 0.571 0.779 -0.761
1571562 1 62 3 803 39 131613929 39 1.05 1.08 0.707 -0.764 0.133 0.614 1.894 0.496
7419379 1 210 3 1031 28.4 1301413935 28.4 0.62 0.78 0.707 0.452 -0.467 -0.801 0.859 0.718
1589482 1 119 3 905 37.2 108413942 37.2 1.15 1.28 0.707 -0.296 -0.652 0.612 0.781 -0.788
4146234 1 226 3 1000 17.6 353813907 17.6 0.64 0.51 0.707 0.584 -0.252 -0.831 1.093 0.329
5021410 1 181 3 896 24.9 15413893 24.9 0 0 0.707 0.214 -0.718 -0.465 0.78 0.661
3130294 1 235 2 1183 26 248713907 26 0.78 0.83 0.707 0.658 -0.107 -0.783 1.337 0.009
1414688 1 101 3 836 42.4 11013903 42.4 0.77 1.32 0.707 -0.444 -0.479 0.794 0.851 -0.732
1369453 1 7 3 979 12.99 1234138812 12.99 0 0 0.707 -1.216 1.549 -1.796 9.045 -2.115
2046760 1 11 3 702 44.1 2613896 44.1 1.57 1.94 0.707 -1.184 1.425 -1.51 8.149 -1.297
9366540 1 146 3 973 24 27023139112 24 0.82 0 0.707 -0.074 -0.782 0.168 0.793 -0.261
1459418 1 276 3 1071 24 1023139112 24 1.29 0.93 0.707 0.995 0.773 0.226 4.307 -0.896
4109413 1 253 3 1050 33 3570138710 33 1.15 0.97 0.707 0.806 0.235 -0.515 2.188 -0.673
1433325 1 106 3 812 39.6 10513909 39.6 1.05 1.24 0.707 -0.403 -0.534 0.757 0.818 -0.787
3137188 1 190 3 924 29.1 201713912 29.1 1.16 1.16 0.707 0.288 -0.66 -0.599 0.78 0.78
8117626 1 256 2 1118 25.6 1657513871 25.6 0.95 0.88 0.707 0.83 0.299 -0.445 2.389 -0.768
7419818 1 26 3 828 31.2 1301413932 31.2 0.9 0.76 0.707 -1.06 0.987 -0.606 5.414 0.526
3153605 1 280 3 965 37 155139212 37 1.19 1.15 0.707 1.027 0.879 0.407 4.833 -0.753
8610125 1 97 3 760 31 390138811 31 1.22 0.88 0.707 -0.477 -0.431 0.816 0.888 -0.666
1539705 1 89 3 914 40.5 21015139211 40.5 1.15 1.09 0.707 -0.542 -0.325 0.837 0.997 -0.479
1568967 1 168 3 865 39.4 11013934 39.4 1.28 1.1 0.707 0.107 -0.773 -0.242 0.79 0.37
7821767 1 24 3 758 5.3 20113879 5.3 0 0 0.707 -1.077 1.043 -0.711 5.726 0.378
4160463 1 165 3 912 24.2 360913915 24.2 0.75 0.74 0.707 0.082 -0.78 -0.187 0.792 0.289
8409294 1 238 3 978 36 18509138712 36 0.68 1.52 0.707 0.682 -0.055 -0.755 1.442 -0.107
1549942 1 264 3 1149 33.5 127913936 33.5 1.51 1.09 0.707 0.896 0.479 -0.222 3.028 -0.947
3121282 1 232 3 1083 18.4 200913902 18.4 0.49 0.66 0.707 0.633 -0.157 -0.805 1.245 0.121
8608727 1 102 3 881 29 2100413884 29 0.79 0.83 0.707 -0.436 -0.491 0.788 0.843 -0.746
7824332 1 264 3 986 23.5 15546138710 23.5 0.87 0.72 0.707 0.896 0.479 -0.222 3.028 -0.947
3114425 1 11 3 811 0 25138812 0 0 0 0.707 -1.184 1.425 -1.51 8.149 -1.297
1364690 1 233 3 922 25.6 107138810 25.6 1.22 0.92 0.707 0.641 -0.141 -0.798 1.274 0.084
1357274 1 65 3 954 32.6 1225138912 32.6 0.65 1.02 0.707 -0.74 0.075 0.664 1.741 0.381
8624368 1 73 3 922 34 21018139312 34 1.14 1.07 0.707 -0.674 -0.072 0.765 1.406 0.068
8611979 1 227 3 973 36 390139011 36 1.29 1.3 0.707 0.592 -0.237 -0.828 1.116 0.296
1465556 1 143 3 840 43.8 1208139011 43.8 0.58 1.41 0.707 -0.099 -0.775 0.224 0.791 -0.343
4100102 1 266 3 1036 37 3522138712 37 0.93 1.06 0.707 0.912 0.526 -0.157 3.212 -0.971
3123901 1 175 3 868 31.6 232613901 31.6 1.1 0 0.707 0.164 -0.748 -0.365 0.784 0.541
3167893 1 28 3 735 39.4 220913936 39.4 1.06 1.38 0.707 -1.044 0.932 -0.504 5.116 0.651
1401143 1 195 3 1227 28 1037139112 28 0.94 0.92 0.707 0.329 -0.62 -0.663 0.786 0.809
9714364 1 54 3 782 36 313936 36 1.29 1.18 0.707 -0.83 0.299 0.445 2.389 0.768
3153305 1 126 3 935 25.6 15613928 25.6 0.77 0.91 0.707 -0.238 -0.701 0.512 0.779 -0.71
4162458 1 209 3 910 21.2 353813915 21.2 0.66 0.77 0.707 0.444 -0.479 -0.794 0.851 0.732
8606545 1 121 3 1174 15.5 2100413867 15.5 0.55 0 0.707 -0.279 -0.667 0.585 0.779 -0.771
4112059 1 145 3 850 37.2 350013888 37.2 1.48 1.35 0.707 -0.082 -0.78 0.187 0.792 -0.289
1494865 1 267 3 1031 35.6 116613928 35.6 0.93 1.1 0.707 0.921 0.549 -0.123 3.309 -0.978
1392015 1 180 3 969 38 133613895 38 1.02 1.08 0.707 0.205 -0.724 -0.449 0.78 0.643
5630832 1 214 3 1081 33.6 706013912 33.6 0 0 0.707 0.485 -0.419 -0.821 0.899 0.647
1552899 1 283 3 1082 30.2 125013935 30.2 1.58 1.08 0.707 1.052 0.96 0.554 5.263 -0.591
1304521 1 140 3 896 35 1009138711 35 1.29 1.09 0.707 -0.123 -0.767 0.278 0.788 -0.422
3086866 1 74 3 770 42 202613863 42 1.18 0 0.707 -0.666 -0.09 0.774 1.371 0.029
8616732 1 18 3 700 32 39013938 32 1.58 1.16 0.707 -1.126 1.214 -1.055 6.756 -0.229
2052920 1 46 3 812 5.5 213934 5.5 0.18 0.16 0.707 -0.896 0.479 0.222 3.028 0.947
7409567 1 246 3 1134 41.2 1302513887 41.2 1.88 1.53 0.707 0.748 0.094 -0.648 1.79 -0.42
1508655 1 125 3 1008 33.7 1264138912 33.7 1.12 1.01 0.707 -0.247 -0.694 0.527 0.779 -0.724
8120295 1 263 3 955 31 1650013934 31 1.01 0.92 0.707 0.888 0.455 -0.253 2.939 -0.932
1384839 1 143 3 941 46.4 104113892 46.4 1.55 1.11 0.707 -0.099 -0.775 0.224 0.791 -0.343
5021667 1 101 3 831 32 15413895 32 0.99 1.06 0.707 -0.444 -0.479 0.794 0.851 -0.732
3103737 1 159 3 1185 0 2080138812 0 0 0 0.707 0.033 -0.789 -0.075 0.795 0.118
7417167 1 236 3 957 33.2 1304013906 33.2 0.97 1.07 0.707 0.666 -0.09 -0.774 1.371 -0.029
3890173 1 77 3 1007 29.6 204313922 29.6 0.89 0.92 0.707 -0.641 -0.141 0.798 1.274 -0.084
1414887 1 164 3 879 34.8 11013908 34.8 1.07 1.12 0.707 0.074 -0.782 -0.168 0.793 0.261
1488586 1 180 3 937 33.9 110813918 33.9 1.35 1.15 0.707 0.205 -0.724 -0.449 0.78 0.643
1303000 1 188 3 899 35.6 13213872 35.6 1.11 1.09 0.707 0.271 -0.674 -0.571 0.779 0.761
1515525 1 20 3 746 17.6 1100139211 17.6 0.59 0.51 0.707 -1.11 1.156 -0.936 6.397 0.002
4171416 1 217 3 900 38 3569139110 38 0.73 1.15 0.707 0.51 -0.38 -0.831 0.936 0.582
1304187 1 66 3 755 30 18813885 30 0.6 0.9 0.707 -0.732 0.056 0.679 1.693 0.342
4082003 1 130 3 936 40 351413864 40 0 0 0.707 -0.205 -0.724 0.449 0.78 -0.643
1332938 1 262 3 1014 20.4 107713876 20.4 0.59 0.67 0.707 0.879 0.432 -0.283 2.853 -0.915
1330007 1 262 3 1036 18.4 118213871 18.4 0.72 0.86 0.707 0.879 0.432 -0.283 2.853 -0.915
1505192 1 86 3 858 29.8 13213927 29.8 0.81 0.79 0.707 -0.567 -0.282 0.835 1.052 -0.392
5634623 1 197 3 1050 35 7198139210 35 0 0 0.707 0.345 -0.602 -0.686 0.791 0.813
2070762 1 147 3 813 27.5 2702413934 27.5 0.8 0 0.707 -0.066 -0.784 0.15 0.793 -0.233
9363317 1 276 3 1048 22.5 2702313897 22.5 0.61 0 0.707 0.995 0.773 0.226 4.307 -0.896
8614104 1 260 3 731 44.4 39013916 44.4 1.31 1.54 0.707 0.863 0.387 -0.341 2.689 -0.873
4165563 1 269 3 1147 40.6 356613927 40.6 1.04 1.28 0.707 0.937 0.598 -0.052 3.51 -0.984
9714806 1 6 3 697 25 313938 25 1.1 0.73 0.707 -1.225 1.581 -1.871 9.281 -2.345
7856430 1 206 3 933 45.4 1551513936 45.4 1.33 1.47 0.707 0.419 -0.513 -0.773 0.83 0.769
1293738 1 163 3 921 33 11013867 33 1.14 1.02 0.707 0.066 -0.784 -0.15 0.793 0.233
1459718 1 155 3 969 31.4 102313926 31.4 0.62 0.82 0.707 0 -0.791 0 0.796 0
7816991 1 58 3 774 45 15525139012 45 1.12 1.34 0.707 -0.797 0.215 0.536 2.125 0.639
4188108 1 50 4 798 36.62 112139211 36.62 0 0 0.707 -0.863 0.387 0.341 2.689 0.873
1400214 1 35 3 766 33 2013892 33 0.93 0.97 0.707 -0.986 0.748 -0.183 4.184 0.92
2048395 1 81 3 869 44.2 1013875 44.2 1.34 1.33 0.707 -0.608 -0.206 0.821 1.164 -0.228
4166518 1 23 4 744 37.4 3558139111 37.4 1.28 1.12 0.707 -1.085 1.071 -0.766 5.888 0.294
8614739 1 248 3 1048 39 390139212 39 1.47 1.24 0.707 0.764 0.133 -0.614 1.894 -0.496
4162627 1 218 3 966 26.4 358013917 26.4 0.94 0.92 0.707 0.518 -0.367 -0.833 0.95 0.558
2059752 1 95 3 930 27 2702413902 27 0.7 0 0.707 -0.493 -0.406 0.825 0.911 -0.626
1480773 1 178 3 934 33 358913927 33 0.59 0.94 0.707 0.189 -0.734 -0.416 0.782 0.605
1424994 1 117 3 844 34 103213902 34 0.89 1.01 0.707 -0.312 -0.636 0.638 0.783 -0.801
1296892 1 141 3 894 30.6 1208138510 30.6 1.01 0.81 0.707 -0.115 -0.77 0.26 0.789 -0.396
1428753 1 155 3 854 29.2 67313901 29.2 0.55 0.96 0.707 0 -0.791 0 0.796 0
2041878 1 152 3 925 20 2713863 20 0.66 0 0.707 -0.025 -0.79 0.056 0.795 -0.088
4102175 1 140 3 868 30.5 357313882 30.5 1.14 0.93 0.707 -0.123 -0.767 0.278 0.788 -0.422
4207862 1 50 3 769 44.9 3622139312 44.9 1.88 1.28 0.707 -0.863 0.387 0.341 2.689 0.873
4208021 1 228 3 987 36 3579139312 36 1.21 1.18 0.707 0.6 -0.221 -0.825 1.139 0.262
1577761 1 78 3 827 32.4 104113941 32.4 1.18 1.02 0.707 -0.633 -0.157 0.805 1.245 -0.121
5021478 1 10 3 772 11.1 154138812 11.1 0 0 0.707 -1.192 1.455 -1.58 8.366 -1.486
1292489 1 165 3 873 36.4 2013864 36.4 0.62 1.11 0.707 0.082 -0.78 -0.187 0.792 0.289
1449926 1 10 3 800 15 113613908 15 0.95 0.64 0.707 -1.192 1.455 -1.58 8.366 -1.486
4111291 1 40 3 901 35 359713885 35 0.68 0.96 0.707 -0.945 0.622 0.015 3.615 0.983
7867228 1 141 3 857 47.8 1550213942 47.8 1.63 1.3 0.707 -0.115 -0.77 0.26 0.789 -0.396
1439491 1 128 3 864 31.2 13213908 31.2 1.21 1.06 0.707 -0.222 -0.713 0.481 0.779 -0.678
1448109 1 259 3 949 42 123413911 42 1.55 1.43 0.707 0.855 0.365 -0.368 2.611 -0.849
7817534 1 160 3 849 41.8 1551513873 41.8 0.81 1.34 0.707 0.041 -0.788 -0.094 0.795 0.147
1396111 1 296 3 1100 32 100913909 32 1.52 1.17 0.707 1.159 1.333 1.308 7.526 0.787
6027945 1 161 3 905 48 198139111 48 1.48 1.55 0.707 0.049 -0.787 -0.113 0.794 0.176
1292970 1 179 3 1155 29 67313862 29 0 0 0.707 0.197 -0.729 -0.432 0.781 0.625
3160934 1 120 3 855 44.2 232613931 44.2 0 0 0.707 -0.288 -0.66 0.599 0.78 -0.78
9714626 1 139 3 851 28 3139311 28 1.04 0.99 0.707 -0.132 -0.763 0.296 0.788 -0.447
8119067 1 282 3 1023 29.5 1650013904 29.5 0.89 0.78 0.707 1.044 0.932 0.504 5.116 -0.651
4214064 1 233 3 902 38.8 352013943 38.8 1.12 1.05 0.707 0.641 -0.141 -0.798 1.274 0.084
5022507 1 231 3 928 30.1 15413906 30.1 0 0 0.707 0.625 -0.174 -0.811 1.217 0.157
1476565 1 220 3 928 33.6 122213921 33.6 1.42 1.14 0.707 0.534 -0.339 -0.836 0.98 0.506
4185075 1 10 3 748 30 360013924 30 0.88 1.02 0.707 -1.192 1.455 -1.58 8.366 -1.486
4200577 1 190 3 892 49.1 352213941 49.1 0.94 1.53 0.707 0.288 -0.66 -0.599 0.78 0.78
7846071 1 166 3 963 27 1711813928 27 1.17 0 0.707 0.09 -0.778 -0.205 0.791 0.316
1417198 1 154 3 937 28 13213902 28 0.92 0.94 0.707 -0.008 -0.79 0.019 0.795 -0.03
1565227 1 14 3 718 40 133613938 40 1.59 1.24 0.707 -1.159 1.333 -1.308 7.526 -0.787
1407756 1 24 3 872 25.6 13513893 25.6 0.75 0.6 0.707 -1.077 1.043 -0.711 5.726 0.378
8309550 1 65 3 995 23.6 17503138611 23.6 1.04 0 0.707 -0.74 0.075 0.664 1.741 0.381
1313503 1 110 3 897 31 13513863 31 0.7 0.91 0.707 -0.37 -0.574 0.719 0.8 -0.809
1589510 1 41 3 783 36.7 1304139311 36.7 0.45 1.06 0.707 -0.937 0.598 0.052 3.51 0.984
7419751 1 128 3 1153 29.4 13050139312 29.4 1.16 1.01 0.707 -0.222 -0.713 0.481 0.779 -0.678
1553767 1 266 3 1037 29.9 1236139312 29.9 1.19 0.95 0.707 0.912 0.526 -0.157 3.212 -0.971
1540035 1 259 3 959 24 143813931 24 0.68 0.74 0.707 0.855 0.365 -0.368 2.611 -0.849
3099346 1 167 3 1039 33.6 232413878 33.6 0.84 1.01 0.707 0.099 -0.775 -0.224 0.791 0.343
4203279 1 116 3 878 30 3600139310 30 1.04 0.94 0.707 -0.321 -0.628 0.651 0.785 -0.806
3098670 1 221 3 1038 36.4 232413861 36.4 1.03 0.95 0.707 0.542 -0.325 -0.837 0.997 0.479
4183815 1 18 3 993 29.4 356613929 29.4 0.73 1.1 0.707 -1.126 1.214 -1.055 6.756 -0.229
6025476 1 127 3 833 30.4 19813905 30.4 1.03 1.02 0.707 -0.23 -0.707 0.496 0.779 -0.694
1453517 1 155 3 922 36.6 1166139012 36.6 0.88 1.06 0.707 0 -0.791 0 0.796 0
3134768 1 12 3 712 26 205413906 26 0.78 0 0.707 -1.175 1.394 -1.441 7.937 -1.118
9365884 1 252 3 1057 27 2702613918 27 0.57 0 0.707 0.797 0.215 -0.536 2.125 -0.639
